Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change
MARCKSL1	-4.33936260028188	4.05653611755556e-09	DOWN	-3.304545305312	9.90881837920966e-05	DOWN	-2.14337495706464	0.130275688335701	NOT
MAZ	-2.10531912917369	0.000661235468465825	DOWN	-1.97485246017206	0.00429330684060655	DOWN	-1.66011166845567	0.0989367628157908	NOT
MCAT	-3.00374293563299	7.83594727530202e-05	DOWN	-2.47563646814379	0.00447650321100575	DOWN	-2.2514282270284	0.0218323477877107	DOWN
MCRS1	-2.42426721997076	8.33009363658878e-05	DOWN	-2.3604624895794	0.000205348867192134	DOWN	-2.02623219127858	0.00904100159270345	DOWN
MFN2	-1.84034236966333	0.0154636778980895	DOWN	-1.79895789446833	0.0290571200403851	DOWN	-1.18560936088272	1	NOT
MICALL1	-3.08968240883554	2.12126400494997e-08	DOWN	-2.58260656435196	4.86571687382461e-05	DOWN	-2.00545419461694	0.0226324201488649	DOWN
MIEF2	-3.10149640832638	0.000197806945079545	DOWN	-2.88137927728795	0.0011424468674365	DOWN	-1.53375711877954	0.800727748957816	NOT
MLST8	-2.16766254161181	0.00477478558732292	DOWN	-2.03808231456178	0.0154095656999716	DOWN	-1.59970112223359	0.299431282721727	NOT
MMP15	-3.9984094553121	7.05709600897988e-08	DOWN	-2.80873297167982	0.000868375828857803	DOWN	-1.32189078040515	1	NOT
MOB2	-2.38877078840816	0.00113077709231881	DOWN	-2.10504204640558	0.0133449015307173	DOWN	-1.69822322633409	0.208132202066239	NOT
MPZL3	-8.37906862319432	8.34129787484073e-10	DOWN	-4.03268020936185	0.00296553259490781	DOWN	-2.19193863753729	0.534761135590331	NOT
MREG	-3.23919703656022	0.000568285309080844	DOWN	-2.79913719826766	0.00779499743412484	DOWN	-2.36794698360471	0.0667712847410046	NOT
MRPL24	-2.37983510288658	0.00262761320867991	DOWN	-1.98683684884388	0.049630894004114	DOWN	-1.66800649244993	0.30104193453112	NOT
MRPL37	-2.55886017956841	0.000102416741079086	DOWN	-2.09134831375278	0.0138464874991948	DOWN	-1.48231263183264	0.575459053613222	NOT
